visitorID,dateVisited,hours,foodbankAddress,foodbankID
396,11/20/2023,1,2 Anthes Point,210
123,8/26/2023,0,26 Bonner Pass,902
800,9/8/2023,6,00992 Bashford Trail,389
975,5/23/2023,6,8 Dahle Terrace,153
754,4/19/2023,3,0607 Onsgard Terrace,846
771,5/9/2023,2,2 Debs Court,754
776,8/5/2023,6,193 Schmedeman Circle,95
878,6/22/2023,7,0088 Old Shore Road,871
720,7/7/2023,4,4 Union Junction,926
402,7/13/2023,4,4 Rusk Street,973
289,4/8/2023,7,71375 Larry Place,298
491,12/22/2023,6,26140 Messerschmidt Terrace,921
825,11/27/2023,4,34270 Kedzie Lane,328
636,6/6/2023,8,27 Cottonwood Place,907
295,3/2/2024,1,849 Hayes Point,280
577,2/13/2024,1,28 Ruskin Plaza,172
916,9/26/2023,2,78762 Westerfield Court,564
774,10/4/2023,3,41652 Quincy Place,938
609,8/10/2023,1,3 Bartelt Street,553
831,8/2/2023,8,55 Kropf Plaza,739
425,11/1/2023,3,6827 Clarendon Terrace,61
936,10/30/2023,6,94 1st Drive,447
386,10/26/2023,5,67707 Bay Junction,823
962,12/9/2023,4,48 Scofield Avenue,871
167,12/3/2023,1,50974 Jenifer Center,89
396,1/15/2024,1,59718 Donald Avenue,172
66,5/14/2023,8,5265 Reindahl Court,474
410,10/6/2023,6,0 Gateway Center,390
172,9/28/2023,2,0328 Dennis Drive,802
594,7/28/2023,8,13 Pond Court,930
366,5/10/2023,5,860 Ruskin Street,174
832,6/3/2023,2,16 Gateway Circle,150
149,8/15/2023,2,72 American Ash Place,611
80,12/21/2023,4,87757 Talisman Place,894
550,6/14/2023,0,288 Luster Street,475
889,8/3/2023,7,004 Meadow Ridge Pass,606
269,8/30/2023,5,21 Lotheville Road,928
657,9/4/2023,5,9276 Sutteridge Lane,801
252,8/8/2023,7,92 Village Drive,961
747,5/31/2023,2,4486 Transport Park,14
218,11/23/2023,7,21 Stephen Trail,660
766,4/3/2024,0,6 Swallow Way,4
419,3/31/2024,6,9320 Duke Road,330
901,10/16/2023,1,74894 Browning Trail,407
596,8/14/2023,1,6 Trailsway Avenue,232
893,12/4/2023,0,2536 Shopko Crossing,113
514,6/7/2023,6,5148 Golf View Drive,953
283,5/13/2023,3,104 International Terrace,561
537,11/23/2023,3,401 Summer Ridge Way,135
699,7/19/2023,4,5 Colorado Place,785
896,7/26/2023,5,1613 Hollow Ridge Avenue,875
299,4/25/2023,3,3 Carioca Place,205
549,9/12/2023,0,53349 Bluejay Pass,414
397,9/19/2023,3,95589 Ramsey Trail,100
803,6/16/2023,4,54318 Pine View Junction,357
836,5/17/2023,4,35 Sachs Alley,611
288,5/3/2023,1,42348 Buell Lane,841
718,3/31/2024,7,69 Dexter Lane,104
425,6/16/2023,7,75 Shoshone Parkway,930
922,7/18/2023,1,3 Steensland Trail,140
415,11/3/2023,8,665 Fulton Park,438
415,3/20/2024,7,561 Graedel Avenue,561
110,2/4/2024,7,6 Scofield Junction,577
80,4/9/2023,3,390 Norway Maple Alley,914
317,10/11/2023,8,90 Farmco Street,157
962,3/18/2024,1,0241 Debs Center,106
6,12/26/2023,0,9576 Drewry Terrace,474
998,5/2/2023,2,14983 Luster Crossing,932
514,11/10/2023,4,2035 Cottonwood Lane,215
990,7/1/2023,1,28 Hoard Park,879
883,11/27/2023,6,58750 Moulton Court,354
13,11/17/2023,7,1 Forest Street,687
434,2/8/2024,2,95978 Melody Pass,880
655,1/6/2024,3,227 Butternut Point,313
879,2/28/2024,5,9 International Hill,387
408,7/15/2023,0,60 Lighthouse Bay Alley,152
844,10/25/2023,4,85 Sutherland Road,932
596,12/21/2023,2,3 Butterfield Court,345
758,11/18/2023,5,945 Maple Center,556
94,5/18/2023,4,09 Manitowish Crossing,57
630,12/24/2023,8,460 Swallow Park,281
137,1/12/2024,7,48419 Buhler Hill,516
622,2/27/2024,7,5579 Oneill Pass,807
15,10/15/2023,3,700 Clove Avenue,398
141,9/9/2023,0,81 Magdeline Hill,260
979,7/20/2023,1,377 Arkansas Terrace,277
781,9/5/2023,3,06 Michigan Center,733
878,3/10/2024,1,7738 7th Street,765
399,1/7/2024,2,70 Bayside Plaza,353
755,9/10/2023,7,740 Stang Junction,573
333,5/12/2023,5,390 Arizona Plaza,741
539,7/30/2023,0,2772 Morrow Circle,890
547,5/12/2023,8,362 Michigan Point,753
875,12/21/2023,4,52 Lukken Lane,54
774,3/26/2024,8,196 Kensington Plaza,847
14,7/11/2023,2,59609 Ohio Circle,194
912,3/10/2024,3,7377 Banding Hill,468
714,1/30/2024,5,254 Warbler Trail,421
99,5/30/2023,0,96 Nova Court,503
399,11/12/2023,6,3 Pawling Crossing,770
583,4/30/2023,2,3 Debra Hill,984
207,7/17/2023,0,7 Canary Park,401
173,6/21/2023,6,59 Basil Hill,728
594,4/13/2023,8,4 Clove Drive,661
623,5/2/2023,6,7676 Fisk Plaza,347
286,7/18/2023,3,23550 Dapin Alley,296
825,11/28/2023,1,24 Northridge Hill,984
988,9/16/2023,2,49350 Charing Cross Avenue,501
368,1/6/2024,6,980 Veith Lane,417
437,12/21/2023,1,91 Hauk Lane,850
618,3/27/2024,8,77574 Manitowish Terrace,814
956,1/10/2024,8,798 Dennis Court,65
745,2/12/2024,3,6 Maryland Parkway,527
54,11/12/2023,1,0220 Roxbury Terrace,776
681,10/7/2023,0,873 Rutledge Street,413
734,7/16/2023,4,04330 Pepper Wood Alley,145
951,11/17/2023,5,71 Pennsylvania Drive,313
494,3/16/2024,0,334 Cambridge Lane,236
506,2/15/2024,7,55 Reindahl Hill,555
941,7/8/2023,1,509 Burrows Junction,293
326,11/30/2023,1,57 Granby Street,904
32,9/15/2023,5,107 Surrey Center,173
165,3/10/2024,3,7 Transport Road,638
308,8/11/2023,2,0256 Forest Dale Plaza,405
921,2/23/2024,7,9218 Columbus Pass,860
240,6/7/2023,3,53503 Reindahl Plaza,629
973,6/11/2023,0,56 West Junction,931
59,12/10/2023,8,0 Crest Line Terrace,207
877,2/17/2024,8,90170 Weeping Birch Hill,539
514,4/10/2023,0,45729 Kim Pass,838
381,8/24/2023,5,13748 Thompson Place,956
516,5/27/2023,8,785 Iowa Way,189
568,5/17/2023,5,188 Crescent Oaks Hill,300
445,4/5/2024,8,4932 Merrick Pass,652
892,11/29/2023,8,10949 Center Alley,165
854,10/29/2023,6,11859 Leroy Street,571
553,9/18/2023,4,106 Messerschmidt Court,963
286,6/20/2023,1,0033 Pierstorff Road,458
972,7/3/2023,3,2880 Independence Place,495
301,3/21/2024,5,3 Delaware Park,524
429,9/18/2023,8,4 Anthes Plaza,556
622,4/1/2024,2,3925 Corscot Hill,58
449,7/17/2023,2,9626 Menomonie Point,643
212,7/10/2023,3,07 Kingsford Terrace,771
318,7/18/2023,6,5322 Arrowood Trail,867
271,9/24/2023,8,2178 Blue Bill Park Court,85
795,3/1/2024,5,27417 Golf Drive,615
545,5/3/2023,4,58018 Granby Road,660
148,4/1/2024,2,76 Hollow Ridge Avenue,953
892,8/29/2023,8,3779 Holmberg Lane,375
49,7/1/2023,2,4067 American Ash Pass,88
980,9/3/2023,6,99 Hoepker Road,879
200,3/31/2024,2,29645 Kinsman Terrace,568
325,7/6/2023,7,5 Golden Leaf Place,355
411,7/7/2023,8,21697 Riverside Drive,701
848,9/11/2023,0,4 Donald Road,212
526,12/21/2023,6,809 Sunfield Court,110
44,5/3/2023,5,263 Florence Road,826
496,11/7/2023,4,8 Cordelia Hill,884
116,3/12/2024,5,856 Nevada Crossing,689
233,5/10/2023,4,34579 Bartillon Junction,74
4,2/20/2024,6,4144 Corscot Point,656
868,8/21/2023,2,5798 Karstens Road,146
431,1/11/2024,5,525 Hermina Avenue,322
386,1/9/2024,5,67 Brown Terrace,539
749,2/7/2024,1,2697 Maple Wood Terrace,608
95,11/17/2023,3,451 Mitchell Road,757
525,6/27/2023,2,1916 Sage Lane,471
265,8/11/2023,6,990 Village Junction,968
879,7/5/2023,7,61 Sauthoff Hill,965
525,4/15/2023,8,44689 Ludington Parkway,490
230,5/15/2023,8,8213 Memorial Park,162
524,2/14/2024,4,636 Talmadge Alley,246
892,2/16/2024,5,41003 Pawling Trail,692
973,10/27/2023,8,47948 North Alley,933
316,9/23/2023,5,91243 Oriole Street,80
82,5/16/2023,7,27 Alpine Street,592
455,1/3/2024,6,456 Oriole Drive,472
203,7/8/2023,4,875 Killdeer Pass,243
240,9/8/2023,2,4 American Crossing,527
705,9/9/2023,3,9525 Hayes Terrace,61
454,5/7/2023,7,941 Susan Circle,312
729,4/3/2024,4,7197 Carey Center,718
117,5/19/2023,1,13353 Roth Circle,938
166,9/20/2023,8,4335 Sage Parkway,302
2,1/19/2024,5,908 Sloan Trail,884
285,7/13/2023,5,7 Debra Place,505
604,4/9/2023,2,3 Fair Oaks Parkway,199
106,2/4/2024,5,584 Lakewood Street,177
754,1/20/2024,1,67011 Union Point,762
650,5/17/2023,5,7 Muir Park,252
81,3/1/2024,1,64145 Delladonna Terrace,323
147,10/7/2023,5,1354 Karstens Plaza,173
253,12/30/2023,6,8 Bunting Crossing,686
567,10/10/2023,6,27171 Fulton Terrace,347
505,11/20/2023,4,3 Dixon Terrace,565
982,7/7/2023,7,9689 Shasta Place,953
494,10/21/2023,2,265 Stephen Crossing,931
693,5/23/2023,7,82135 Warner Alley,764
184,11/30/2023,4,6 Marcy Way,205
579,8/25/2023,3,428 Barby Place,885
206,2/20/2024,7,1590 La Follette Place,388
927,2/11/2024,7,0448 Portage Terrace,746
773,6/4/2023,4,12 Stone Corner Street,520
982,2/29/2024,6,78727 Esker Court,490
156,10/24/2023,8,00862 Randy Point,966
854,8/9/2023,8,6 Trailsway Point,84
977,4/10/2023,5,13 Chive Trail,62
930,6/11/2023,1,273 Burning Wood Trail,13
384,9/25/2023,4,84788 3rd Alley,764
509,12/24/2023,6,24 Merrick Street,998
234,10/12/2023,1,53 Commercial Place,156
376,11/17/2023,2,86 Lunder Plaza,240
475,9/16/2023,6,6323 Oxford Trail,682
612,5/5/2023,5,7592 Luster Terrace,643
474,10/28/2023,1,26601 Scofield Pass,807
209,3/27/2024,7,15148 Bartelt Avenue,505
169,5/31/2023,8,8133 Pleasure Crossing,688
187,10/29/2023,3,39697 Packers Terrace,928
910,7/31/2023,3,948 Annamark Hill,249
804,7/23/2023,2,31851 Vidon Park,116
916,12/5/2023,1,554 Iowa Place,397
881,3/21/2024,5,2 Schlimgen Crossing,163
31,3/26/2024,8,9 Jana Hill,268
170,11/8/2023,7,73 Northridge Road,634
593,11/29/2023,7,535 Montana Pass,547
152,3/2/2024,4,8460 Eliot Drive,137
865,8/3/2023,2,874 Becker Hill,36
212,1/2/2024,7,4946 Northfield Street,202
498,11/2/2023,4,26 Vera Junction,376
906,5/13/2023,0,2 Toban Point,105
60,5/2/2023,1,15380 Boyd Court,17
575,10/27/2023,7,12114 Fuller Place,710
957,8/24/2023,1,8738 Parkside Point,750
856,5/27/2023,5,231 Warner Point,575
219,10/24/2023,0,12 Melrose Court,881
41,7/16/2023,3,9290 Carpenter Avenue,968
890,4/17/2023,4,80516 Loomis Parkway,608
450,11/9/2023,8,52935 Mesta Way,401
271,7/24/2023,7,187 Meadow Valley Place,646
970,11/28/2023,2,149 Esker Crossing,34
259,5/30/2023,5,0 Corben Point,461
194,2/17/2024,8,271 Charing Cross Way,420
899,2/23/2024,2,55740 Meadow Vale Trail,151
543,11/24/2023,5,830 Meadow Vale Center,154
199,4/8/2023,3,16329 Schlimgen Plaza,128
522,1/7/2024,6,586 Florence Crossing,527
69,4/28/2023,5,31 Sommers Way,993
610,2/18/2024,8,86 Larry Circle,857
785,1/2/2024,2,9 Havey Center,65
798,9/13/2023,0,24747 Rockefeller Center,510
129,12/1/2023,6,84841 Warbler Pass,332
418,4/7/2024,8,9 Carpenter Crossing,413
46,7/8/2023,4,64631 6th Alley,182
83,11/12/2023,4,48 Hanson Place,564
235,4/10/2023,1,84 4th Place,101
669,4/22/2023,4,12 Sunnyside Junction,172
120,3/4/2024,8,0 Union Terrace,826
974,11/2/2023,0,522 Buhler Road,470
731,5/14/2023,2,2911 Carberry Road,37
415,8/19/2023,0,028 Springview Parkway,601
777,10/23/2023,2,78058 Cambridge Junction,529
108,5/8/2023,0,3934 Eagle Crest Plaza,840
924,8/20/2023,4,39 Valley Edge Way,378
380,12/11/2023,4,3 Dottie Circle,418
75,4/18/2023,8,66353 Twin Pines Terrace,161
140,7/27/2023,4,65478 Old Shore Alley,473
175,8/11/2023,6,5 Vera Place,625
25,7/20/2023,3,20863 Sachtjen Crossing,643
586,6/29/2023,2,44 Calypso Court,392
863,10/8/2023,7,03 Birchwood Crossing,639
479,3/11/2024,2,91 Novick Avenue,404
685,5/30/2023,7,6968 Vera Junction,557
826,6/8/2023,7,36176 Surrey Park,924
277,1/13/2024,6,218 Talmadge Pass,281
576,7/13/2023,4,60 Luster Crossing,803
49,3/29/2024,1,9234 Autumn Leaf Hill,589
673,2/8/2024,7,6 Schurz Center,360
967,12/2/2023,1,1230 Mockingbird Plaza,57
316,5/28/2023,5,67 Gateway Terrace,469
41,2/6/2024,8,7238 Burning Wood Street,218
112,11/23/2023,6,35214 Boyd Street,684
490,7/5/2023,1,123 Mcguire Plaza,224
718,3/14/2024,4,483 Stephen Circle,907
698,12/15/2023,2,32935 Carpenter Alley,833
26,10/4/2023,3,77616 Kenwood Park,537
163,6/22/2023,3,3007 Fremont Avenue,737
589,4/22/2023,1,6 Forster Plaza,990
800,7/14/2023,3,26054 Bashford Park,884
721,1/29/2024,0,67 Twin Pines Way,568
389,5/13/2023,2,8 Golf Center,749
462,12/22/2023,4,04446 Ridgeview Plaza,43
989,9/13/2023,6,13906 Northview Lane,57
326,3/22/2024,8,1662 Springview Pass,537
82,3/12/2024,1,3 1st Road,199
302,8/21/2023,2,93364 Vahlen Junction,61
735,3/2/2024,3,61 Anthes Plaza,824
392,10/13/2023,2,1 Shoshone Alley,970
953,10/19/2023,4,068 Hanson Lane,194
748,7/16/2023,2,40286 Forest Pass,103
177,4/21/2023,3,9 Sycamore Plaza,706
886,5/25/2023,4,950 Hazelcrest Hill,973
240,10/23/2023,2,35 Meadow Vale Drive,62
700,12/7/2023,5,13953 Farragut Crossing,690
897,11/22/2023,8,31 Elka Place,811
955,10/26/2023,6,5 Pankratz Plaza,864
220,1/19/2024,7,2 Fuller Road,710
857,7/19/2023,5,722 Delladonna Street,305
111,10/2/2023,6,2007 Golf View Parkway,303
661,2/28/2024,2,6157 Kings Center,820
506,5/3/2023,2,4796 Lawn Trail,458
446,4/24/2023,4,0 Lindbergh Drive,679
177,7/4/2023,2,9500 Springview Crossing,994
201,12/14/2023,0,3060 Fisk Crossing,115
803,7/24/2023,7,9267 Kipling Point,563
747,6/27/2023,2,45265 Bowman Center,502
865,10/12/2023,3,7 Summit Crossing,620
564,11/9/2023,2,90 Becker Trail,593
350,7/30/2023,8,4975 Dapin Circle,972
480,6/24/2023,2,6452 Old Gate Pass,482
604,8/2/2023,3,8 Carey Hill,755
245,7/3/2023,4,64 Longview Alley,32
45,1/13/2024,1,1819 Browning Circle,231
904,9/9/2023,0,8 Riverside Street,477
718,4/8/2023,6,0897 Nelson Park,270
82,11/25/2023,6,51 Ramsey Drive,618
127,3/23/2024,7,879 Karstens Plaza,651
693,8/19/2023,5,5 Grasskamp Road,748
274,1/23/2024,4,56572 Merchant Point,30
457,2/1/2024,4,9 Carberry Crossing,5
638,4/15/2023,0,020 Armistice Alley,68
694,9/15/2023,4,7140 Colorado Park,6
961,4/15/2023,2,0542 Buhler Pass,906
746,11/24/2023,4,7 Bluejay Hill,774
976,2/12/2024,6,2 Michigan Point,239
904,5/22/2023,4,2 Bluestem Pass,959
607,11/19/2023,7,730 Gale Place,751
993,9/21/2023,5,7921 Pine View Junction,201
555,4/23/2023,5,0159 Forest Court,601
774,11/2/2023,5,6 Hintze Crossing,21
482,3/21/2024,7,701 Ridgeview Avenue,396
622,6/2/2023,2,10212 Loeprich Parkway,75
295,12/24/2023,8,3919 Riverside Drive,177
791,1/8/2024,4,0 Blackbird Court,310
719,8/5/2023,1,621 Chive Parkway,310
33,5/25/2023,3,495 Pennsylvania Court,248
373,4/10/2023,2,92270 Wayridge Parkway,438
147,6/19/2023,0,35406 New Castle Crossing,968
599,8/27/2023,7,88331 Hanover Crossing,430
242,1/24/2024,4,1082 Namekagon Park,299
684,3/21/2024,6,59970 Pearson Terrace,79
913,10/17/2023,2,16 Hoffman Crossing,248
970,9/5/2023,5,33355 Southridge Avenue,451
905,4/20/2023,4,909 Spaight Avenue,753
527,9/21/2023,8,62799 South Court,952
757,9/22/2023,0,962 Vernon Center,447
765,5/27/2023,6,9070 Vernon Lane,674
303,4/21/2023,0,3 Stuart Terrace,468
316,1/23/2024,6,19 Bluejay Place,671
663,1/20/2024,5,45 Fulton Place,597
131,3/26/2024,2,50 Hansons Pass,747
107,6/5/2023,5,2 Claremont Lane,867
895,9/7/2023,2,7 Pleasure Place,979
49,3/8/2024,2,6745 Schlimgen Place,568
898,3/23/2024,1,5 Service Trail,129
951,8/25/2023,4,59 Melvin Court,692
773,7/8/2023,2,39374 Nevada Hill,200
459,8/13/2023,3,31164 Wayridge Pass,276
284,8/22/2023,2,23544 Arrowood Circle,603
791,12/29/2023,4,9169 Derek Plaza,953
135,11/29/2023,1,2598 Buena Vista Point,541
913,3/3/2024,3,5 Dahle Road,367
67,1/1/2024,0,9547 Veith Road,402
236,1/27/2024,5,042 Forest Run Crossing,6
793,2/15/2024,6,11988 Huxley Plaza,605
725,10/9/2023,5,3141 Independence Hill,377
427,10/26/2023,6,652 Hauk Terrace,80
150,3/8/2024,8,059 Ludington Trail,500
466,12/10/2023,1,6 Golf Street,928
334,2/16/2024,0,574 Shopko Pass,971
513,4/13/2023,1,13 Lillian Hill,404
865,7/29/2023,4,5 Toban Way,42
588,4/8/2023,8,8866 Katie Center,349
672,12/21/2023,6,591 Packers Street,623
739,6/26/2023,0,5 Scoville Way,683
513,3/1/2024,0,5 Chinook Lane,794
699,10/7/2023,5,475 Prairieview Center,222
761,10/19/2023,4,03 Randy Circle,159
974,1/12/2024,8,90399 Judy Street,913
959,6/13/2023,7,69 Rusk Junction,323
141,6/13/2023,4,72 Anthes Terrace,593
389,5/1/2023,1,87295 Laurel Place,675
681,12/23/2023,5,84129 Londonderry Pass,741
819,7/29/2023,0,0048 Armistice Way,971
842,12/23/2023,7,8892 Eastlawn Point,825
356,9/13/2023,2,6 John Wall Circle,451
743,9/9/2023,0,16 Village Green Hill,945
923,4/23/2023,7,839 Beilfuss Parkway,200
948,2/20/2024,8,48446 Southridge Circle,996
884,5/18/2023,7,49347 Sommers Parkway,681
899,12/25/2023,5,17294 New Castle Crossing,86
167,12/9/2023,7,029 Randy Hill,124
375,6/13/2023,3,0 International Park,265
642,10/8/2023,7,7 Shasta Trail,200
45,5/9/2023,2,07832 South Way,606
874,8/27/2023,1,63177 Huxley Circle,422
86,9/4/2023,0,6 Chinook Avenue,55
873,6/14/2023,3,856 Kropf Place,172
